"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"6550","PHYS 530",1,NA,NA,"PHYS",530,"LASER PHYSICS",16,15,62.4,3.9
"6551","PHYS 541",4,NA,NA,"PHYS",541,"APPL OF QUANT PHYS",67,51,253.4,3.78208955223881
"6552","PHYS 542",1,NA,NA,"PHYS",542,"NUMERICAL METHODS",15,7,55.5,3.7
"6553","PHYS 543",2,NA,NA,"PHYS",543,"ELECTROMAG THEORY",38,16,125.2,3.29473684210526
"6554","PHYS 544",2,NA,NA,"PHYS",544,"APP ELECTMAG THY",38,30,144.2,3.79473684210526
"6555","PHYS 545",1,NA,NA,"PHYS",545,"CONTEMPORARY OPTICS",16,15,62.4,3.9
"6556","PHYS 555",3,NA,NA,"PHYS",555,"COSMOL/PART ASTRPHY",46,15,168.6,3.66521739130435
"6557","PHYS 557",3,"College of Arts and Sciences","Natural Sciences","PHYS",557,"HIGH ENERGY PHYSICS",51,26,190.2,3.72941176470588
"6558","PHYS 564",3,NA,NA,"PHYS",564,"GENERAL RELATIVITY",57,16,197.9,3.4719298245614
"6559","PHYS 575",4,NA,NA,"PHYS",575,"SEL TPCS APPL PHYS",61,45,236.3,3.87377049180328
"6560","POL S 110",1,NA,NA,"POL S",110,"POL ARGUMENTATION",67,5,194.3,2.9
"6561","POL S 201",32,NA,NA,"POL S",201,"INTRO POL THEORY",3809,364,11267.7,2.95817799947493
"6562","POL S 202",32,NA,NA,"POL S",202,"INTRO TO AMER POL",5308,563,16671,3.14073097211756
"6563","POL S 203",30,NA,NA,"POL S",203,"INTRO INTERNATL REL",5308,316,15981.6,3.01085154483798
"6564","POL S 204",27,NA,NA,"POL S",204,"INTRO TO COMPAR POL",3301,328,10312,3.12390184792487
"6565","POL S 205",5,NA,NA,"POL S",205,"POL SCI AS SOCL SCI",176,16,508.8,2.89090909090909
"6566","POL S 207",3,NA,NA,"POL S",207,"GLOBAL JUSTICE",166,12,516.7,3.11265060240964
"6567","POL S 212",8,NA,NA,"POL S",212,"PHIL OF FEMINISM",259,66,845,3.26254826254826
"6568","POL S 213",7,NA,NA,"POL S",213,"KOREA/WRLD POLITICS",185,3,620.1,3.35189189189189
"6569","POL S 246",8,NA,NA,"POL S",246,"AFRAM POLITICS",368,32,1137.5,3.09103260869565
"6570","POL S 249",9,NA,NA,"POL S",249,"INTRO LABOR STUDIES",495,68,1580.3,3.19252525252525
"6571","POL S 270",25,NA,NA,"POL S",270,"INTRO TO POL ECON",2103,339,6879.2,3.27113647170709
"6572","POL S 273",10,NA,NA,"POL S",273,"CONCEPT OF POWER",575,35,1806.8,3.14226086956522
"6573","POL S 281",5,NA,NA,"POL S",281,"LIT & AMER POL CLTR",178,16,531.2,2.98426966292135
"6574","POL S 299",4,NA,NA,"POL S",299,"SPECIAL TOPICS",127,36,433.4,3.41259842519685
"6575","POL S 301",4,"College of Arts and Sciences","Social Sciences","POL S",301,"POL THEORY TOPICS",180,21,552.6,3.07
"6576","POL S 302",3,NA,NA,"POL S",302,"FREE WILL IN POL",146,35,471.9,3.23219178082192
"6577","POL S 303",1,NA,NA,"POL S",303,"AM PUBLIC POLICY",16,4,49.6,3.1
"6578","POL S 304",6,NA,NA,"POL S",304,"AM PRESS & POLITICS",103,18,342.7,3.32718446601942
"6579","POL S 305",2,NA,NA,"POL S",305,"POL & COMMUNICATION",101,3,323.2,3.2
"6580","POL S 306",7,NA,NA,"POL S",306,"MEDIA, SOC & POL ID",1534,266,5039.2,3.28500651890482
"6581","POL S 307",8,NA,NA,"POL S",307,"RELIG & WORLD POL",1183,146,3759.2,3.17768385460693
"6582","POL S 308",6,NA,NA,"POL S",308,"ANCIENT POL THOUGHT",252,22,806,3.1984126984127
"6583","POL S 309",4,"College of Arts and Sciences","Social Sciences","POL S",309,"PRE-MOD POL THOUGHT",114,9,349,3.06140350877193
"6584","POL S 310",8,NA,NA,"POL S",310,"MODERN POL THOUGHT",353,31,1053.4,2.98413597733711
"6585","POL S 312",4,"College of Arts and Sciences","Social Sciences","POL S",312,"SURV AM POL THOUGHT",128,18,399.8,3.1234375
"6586","POL S 313",3,NA,NA,"POL S",313,"WOMEN IN POLITICS",128,6,402.8,3.146875
"6587","POL S 315",1,NA,NA,"POL S",315,"BLACK IDEN/POL POWR",18,1,55.8,3.1
"6588","POL S 316",5,NA,NA,"POL S",316,"AF-AM POL/SOC THT",223,23,709.1,3.17982062780269
"6589","POL S 317",5,NA,NA,"POL S",317,"US RACE AND ETHN POL",491,52,1580.1,3.21812627291242
"6590","POL S 318",5,NA,NA,"POL S",318,"AMER POL THOUGHT I",241,31,714.3,2.96390041493776
"6591","POL S 319",2,NA,NA,"POL S",319,"AMER POL THOUGHT II",59,6,177.3,3.00508474576271
"6592","POL S 320",4,NA,NA,"POL S",320,"3RD WORLD STATE SOC",80,11,252,3.15
"6593","POL S 321",29,NA,NA,"POL S",321,"AMER FOREIGN POLICY",1968,308,6059.5,3.07901422764228
"6594","POL S 322",8,NA,NA,"POL S",322,"POLIT ECON LAT AMER",394,25,1230.6,3.12335025380711
"6595","POL S 324",3,NA,NA,"POL S",324,"EUROPE IN WORLD POL",182,8,556.2,3.05604395604396
"6596","POL S 325",15,NA,NA,"POL S",325,"ARAB-ISRL CONFLICT",777,80,2531.1,3.25752895752896
"6597","POL S 326",8,NA,NA,"POL S",326,"SCAND IN WORLD AFRS",323,56,1134.8,3.51331269349845
"6598","POL S 327",9,NA,NA,"POL S",327,"WOMEN RTS/HUMAN RTS",383,99,1361.5,3.55483028720627
"6599","POL S 328",6,NA,NA,"POL S",328,"INTL ORGANIZATIONS",296,23,937.9,3.16858108108108
"6600","POL S 329",2,NA,NA,"POL S",329,"GLOBAL COMMUNICATN",39,21,140.3,3.5974358974359
"6601","POL S 330",2,NA,NA,"POL S",330,"COMM & INTL RELAT",40,9,138,3.45
"6602","POL S 331",4,NA,NA,"POL S",331,"MID EAST N AFRICA",371,70,1236.1,3.33180592991914
"6603","POL S 332",4,NA,NA,"POL S",332,"COMP POL TOPICS",201,10,640.7,3.18756218905473
"6604","POL S 333",8,NA,NA,"POL S",333,"INTL REL TOPICS",348,24,1092.4,3.13908045977012
"6605","POL S 334",7,NA,NA,"POL S",334,"AMERICAN POL TOPICS",363,26,1098.3,3.02561983471074
"6606","POL S 335",11,"College of Arts and Sciences","Social Sciences","POL S",335,"POL ECONOMY TOPICS",733,63,2272.6,3.10040927694407
"6607","POL S 337",5,NA,NA,"POL S",337,"COLLECTIVE VIOLENCE",183,21,576.2,3.14863387978142
"6608","POL S 340",4,NA,NA,"POL S",340,"SOUTH ASIA - POL",85,6,274.9,3.23411764705882
"6609","POL S 342",5,NA,NA,"POL S",342,"LATIN AMERICA POL",236,53,757.8,3.21101694915254
"6610","POL S 343",2,NA,NA,"POL S",343,"POL & CHANGE-SEASIA",108,4,342.9,3.175
"6611","POL S 346",2,"College of Arts and Sciences","Social Sciences","POL S",346,"WESTERN EUROPE GOVT",44,2,139.4,3.16818181818182
"6612","POL S 348",1,NA,NA,"POL S",348,"EU AS GLOBAL ACTOR",21,1,67.2,3.2
"6613","POL S 349",1,NA,NA,"POL S",349,"STRATEGY & WAR",98,6,313.6,3.2
"6614","POL S 351",1,"College of Arts and Sciences","Social Sciences","POL S",351,"AMERICAN DEMOCRACY",63,15,214.2,3.4
"6615","POL S 353",8,NA,NA,"POL S",353,"U S CONGRESS",642,119,2059.4,3.20778816199377
"6616","POL S 355",5,NA,NA,"POL S",355,"AMERICAN PRESIDENCY",319,35,971.4,3.04514106583072
"6617","POL S 356",5,NA,NA,"POL S",356,"SOCIETY & POLITICS",190,27,598.5,3.15
"6618","POL S 357",1,"College of Arts and Sciences","Social Sciences","POL S",357,"MINORITY REP & VOTE",44,2,140.8,3.2
"6619","POL S 359",2,"College of Arts and Sciences","Social Sciences","POL S",359,"US LATINO POLITICS",67,7,228.9,3.41641791044776
"6620","POL S 360",6,NA,NA,"POL S",360,"AM CONST LAW",435,63,1267.5,2.91379310344828
"6621","POL S 361",8,NA,NA,"POL S",361,"US CTS & CIVIL LIB",551,97,1690.1,3.06733212341198
"6622","POL S 363",8,NA,NA,"POL S",363,"LAW IN SOCIETY",505,66,1622.2,3.21227722772277
"6623","POL S 367",13,NA,NA,"POL S",367,"COMP LAW AND COURTS",782,182,2608.8,3.33606138107417
"6624","POL S 368",10,NA,NA,"POL S",368,"INTL HUMAN RIGHTS",1109,141,3645.4,3.28710550045086
"6625","POL S 371",1,NA,NA,"POL S",371,"GLOBL CRIME & CORRUP",160,21,528,3.3
"6626","POL S 381",1,NA,NA,"POL S",381,"URBAN POLITICS",83,5,249,3
"6627","POL S 382",7,NA,NA,"POL S",382,"STATE GOVERNMENT",585,92,1879.4,3.21264957264957
"6628","POL S 384",8,NA,NA,"POL S",384,"GLOBAL ENV POLITICS",446,29,1400.7,3.14058295964126
"6629","POL S 385",5,NA,NA,"POL S",385,"WORLD FOOD POLITCS",318,22,982,3.08805031446541
"6630","POL S 398",19,NA,NA,"POL S",398,"H-HONORS SEMINAR",288,151,1086.4,3.77222222222222
"6631","POL S 401",6,NA,NA,"POL S",401,"POL THEORY ADV SEM",157,30,521.7,3.32292993630573
"6632","POL S 402",3,"College of Arts and Sciences","Social Sciences","POL S",402,"HUMAN RIGHTS SEM",49,11,173.6,3.54285714285714
"6633","POL S 403",6,NA,NA,"POL S",403,"INTL REL ADV SEM",137,34,472.7,3.45036496350365
"6634","POL S 405",10,NA,NA,"POL S",405,"AM POLITICS ADV SEM",183,32,605.5,3.30874316939891
"6635","POL S 407",13,NA,NA,"POL S",407,"INTERNATL CONFLICT",992,100,2972.6,2.99657258064516
"6636","POL S 409",3,NA,NA,"POL S",409,"UNDERG SEM-POL ECON",47,15,166.2,3.53617021276596
"6637","POL S 410",2,NA,NA,"POL S",410,"TECHNOLOGY & POL",38,9,106.4,2.8
"6638","POL S 411",1,NA,NA,"POL S",411,"THEORIES OF STATE",31,3,99.2,3.2
"6639","POL S 413",3,NA,NA,"POL S",413,"CONTEMPORARY THEORY",56,8,170.4,3.04285714285714
"6640","POL S 417",1,NA,NA,"POL S",417,"POL ECON OF INDIA",19,2,60.8,3.2
"6641","POL S 419",7,NA,NA,"POL S",419,"US-CHINA RELATIONS",146,16,470.2,3.22054794520548
"6642","POL S 420",1,NA,NA,"POL S",420,"SOVIET-RUSS FOR POL",60,7,192,3.2
"6643","POL S 422",1,NA,NA,"POL S",422,"INTL ENVTL POLITICS",18,3,59.4,3.3
"6644","POL S 424",2,"College of Arts and Sciences","Social Sciences","POL S",424,"JAPAN INTL RELATNS",34,15,117.2,3.44705882352941
"6645","POL S 425",4,"College of Arts and Sciences","Social Sciences","POL S",425,"POLITCL PSYCH & WAR",71,19,241.4,3.4
"6646","POL S 426",6,NA,NA,"POL S",426,"WORLD POLITICS",348,30,1152.5,3.3117816091954
"6647","POL S 427",9,NA,NA,"POL S",427,"INTL POL ECONOMY",403,36,1272.8,3.15831265508685
"6648","POL S 428",1,NA,NA,"POL S",428,"MIL INTERVENTION",102,0,306,3
"6649","POL S 430",8,NA,NA,"POL S",430,"CIVIL-MILI RELATION",152,17,469.5,3.08881578947368
"6650","POL S 432",2,NA,NA,"POL S",432,"POLITICAL ISLAM",37,3,125,3.37837837837838
"6651","POL S 435",2,NA,NA,"POL S",435,"GOVT & POL JAPAN",40,7,132.2,3.305
"6652","POL S 436",1,NA,NA,"POL S",436,"ETHNIC POLITICS",15,3,49.5,3.3
"6653","POL S 437",2,NA,NA,"POL S",437,"POLITICS IN SCAND",45,17,164.1,3.64666666666667
"6654","POL S 441",1,NA,NA,"POL S",441,"GOVT & POL-RUSSIA",32,4,102.4,3.2
"6655","POL S 442",8,NA,NA,"POL S",442,"GOVT & POL-CHINA",312,49,995.3,3.1900641025641
"6656","POL S 444",2,"College of Arts and Sciences","Social Sciences","POL S",444,"REVOLUTION REGIMES",38,1,127.4,3.35263157894737
"6657","POL S 447",7,NA,NA,"POL S",447,"COMP POL ADV SEM",140,22,475.4,3.39571428571429
"6658","POL S 448",3,NA,NA,"POL S",448,"POLITICS OF THE EU",64,5,205.6,3.2125
"6659","POL S 450",2,NA,NA,"POL S",450,"3RD WORLD STATE SOC",74,2,217.5,2.93918918918919
"6660","POL S 455",1,NA,NA,"POL S",455,"POL DELIBERATION",16,4,54.4,3.4
"6661","POL S 456",1,"College of Arts and Sciences","Social Sciences","POL S",456,"INSTITUTNAL FAILURE",15,5,54,3.6
"6662","POL S 460",8,NA,NA,"POL S",460,"POL ECONOMY OF EU",150,18,469.6,3.13066666666667
"6663","POL S 461",7,NA,NA,"POL S",461,"MASS MEDIA LAW",137,36,459.3,3.35255474452555
"6664","POL S 462",2,NA,NA,"POL S",462,"US SUPREME COURT",39,13,138.6,3.55384615384615
"6665","POL S 464",2,"College of Arts and Sciences","Social Sciences","POL S",464,"POL OF CRIM JUSTICE",33,6,97.5,2.95454545454545
"6666","POL S 472",1,"College of Arts and Sciences","Social Sciences","POL S",472,"ELECTORAL SYSTEMS",18,13,70.2,3.9
"6667","POL S 474",4,NA,NA,"POL S",474,"GOVT & THE ECONOMY",267,33,843.3,3.15842696629213
"6668","POL S 475",4,NA,NA,"POL S",475,"PUBLIC CHOICE",88,34,320.3,3.63977272727273
"6669","POL S 476",3,NA,NA,"POL S",476,"POLITICAL STRATEGY",129,33,425.6,3.29922480620155
"6670","POL S 477",2,NA,NA,"POL S",477,"AFRICAN POL DVPT",43,10,146.7,3.41162790697674
"6671","POL S 479",1,NA,NA,"POL S",479,"CENT ASIAN POLITICS",16,1,49.6,3.1
"6672","POL S 487",1,NA,NA,"POL S",487,"H-POL S HONORS SEM",15,2,55.5,3.7
"6673","POL S 497",1,NA,NA,"POL S",497,"STATE INTERNSHIP",15,11,58.5,3.9
"6674","POL S 500",1,"College of Arts and Sciences","Social Sciences","POL S",500,"POLITICAL RESEARCH",16,9,60.8,3.8
"6675","POL S 510",3,"College of Arts and Sciences","Social Sciences","POL S",510,"MAX LIKELIHOOD METH",64,22,238.6,3.728125
"6676","POL S 521",1,NA,NA,"POL S",521,"INTL RELATIONS CORE",17,10,62.9,3.7
"6677","POL S 522",1,NA,NA,"POL S",522,"INTL POLITICAL ECON",18,8,68.4,3.8
"6678","POL S 550",1,NA,NA,"POL S",550,"AMERICAN POLITICS",17,0,59.5,3.5
"6679","POL S 559",1,NA,NA,"POL S",559,"POL METHODS TOPICS",20,11,76,3.8
"6680","POL S 561",1,NA,NA,"POL S",561,"LAW & POLITICS",15,3,55.5,3.7
"6681","POL S 584",1,NA,NA,"POL S",584,"COMPR POLIT ECONOMY",16,7,59.2,3.7
"6682","POLSH 401",1,NA,NA,"POLSH",401,"1ST YR POLISH",19,5,62.7,3.3
"6683","POLSH 402",1,NA,NA,"POLSH",402,"1ST YR POLISH",16,2,52.8,3.3
"6684","PORT 103",5,NA,NA,"PORT",103,"ELEMENTARY",96,25,348.4,3.62916666666667
"6685","PORT 105",3,"College of Arts and Sciences","Humanities","PORT",105,"INTENSIVE PORT",54,17,190.2,3.52222222222222
"6686","PORT 110",8,NA,NA,"PORT",110,"ACCEL ELEM PORTUG",163,59,582.8,3.57546012269939
"6687","PORT 201",1,NA,NA,"PORT",201,"INTERMEDIATE",18,6,66.6,3.7
"6688","PORT 202",1,NA,NA,"PORT",202,"INTERMEDIATE PORT",15,10,57,3.8
"6689","PROS 520",6,NA,NA,"PROS",520,"P-REM PAR DNTR",377,67,1269.6,3.36763925729443
"6690","PROS 523",6,NA,NA,"PROS",523,"P-REM PRT DNTR DSGN",377,171,1382.4,3.66684350132626
"6691","PROS 524",6,NA,NA,"PROS",524,"COMP DENT PROS I",376,80,1365.8,3.63244680851064
"6692","PROS 525",6,NA,NA,"PROS",525,"COMP DENTURES PROSII",374,102,1327.6,3.54973262032086
"6693","PROS 630",19,NA,NA,"PROS",630,"P-CLINICAL PROS",1187,264,4167.3,3.51078348778433
"6694","PROS 640",18,NA,NA,"PROS",640,"P-CL PROS MAINTANCE",1093,453,3985.5,3.64638609332113
"6695","PRSAN 101",5,"College of Arts and Sciences","Humanities","PRSAN",101,"ELEMENTARY PERSIAN",81,47,291.6,3.6
"6696","PRSAN 411",10,NA,NA,"PRSAN",411,"ELEMENTARY PERSIAN",201,123,734.4,3.65373134328358
"6697","PRSAN 412",4,NA,NA,"PRSAN",412,"ELEMENTARY PERSIAN",76,45,268.2,3.52894736842105
"6698","PRSAN 413",3,NA,NA,"PRSAN",413,"ELEMENTARY PERSIAN",51,34,193.8,3.8
"6699","PRSAN 421",2,"College of Arts and Sciences","Humanities","PRSAN",421,"INTERMED PERSIAN",36,21,133.2,3.7
"6700","PRSAN 422",2,"College of Arts and Sciences","Humanities","PRSAN",422,"INTERMED PERSIAN",34,22,125.8,3.7
"6701","PRSAN 423",3,"College of Arts and Sciences","Humanities","PRSAN",423,"INTERMED PERSIAN",47,26,172.4,3.66808510638298
"6702","PRSAN 431",1,"College of Arts and Sciences","Humanities","PRSAN",431,"ADVANCED PERSIAN",22,10,79.2,3.6
"6703","PRSAN 432",1,NA,NA,"PRSAN",432,"ADVANCED PERSIAN",17,8,62.9,3.7
"6704","PRSAN 433",1,NA,NA,"PRSAN",433,"ADVANCED PERSIAN",15,9,55.5,3.7
"6705","PSYCAP 510",2,"College of Arts and Sciences","Natural Sciences","PSYCAP",510,"FOUND DEV PSYCHPATH",54,33,205.2,3.8
"6706","PSYCAP 512",1,NA,NA,"PSYCAP",512,"SOC/EMOTION DEVELOP",26,21,101.4,3.9
"6707","PSYCAP 514",2,"College of Arts and Sciences","Natural Sciences","PSYCAP",514,"CHILD/AD PSYCHPATHGY",51,38,196.3,3.84901960784314
"6708","PSYCAP 516",1,NA,NA,"PSYCAP",516,"CHILD/ADL TREATMENT",26,25,101.4,3.9
"6709","PSYCAP 518",2,"College of Arts and Sciences","Natural Sciences","PSYCAP",518,"ETHICS/LAW CLIN STG",46,33,177.3,3.85434782608696
"6710","PSYCAP 520",1,NA,NA,"PSYCAP",520,"THINK RESRCH/ETHICS",25,5,90,3.6
"6711","PSYCAP 522",1,NA,NA,"PSYCAP",522,"EBP COMPLEX CASES",25,24,97.5,3.9
"6712","PSYCAP 524",4,"College of Arts and Sciences","Natural Sciences","PSYCAP",524,"EBP CBT ANXIETY",102,38,377.4,3.7
"6713","PSYCAP 526",2,"College of Arts and Sciences","Natural Sciences","PSYCAP",526,"EBP PARENTING",51,46,201.5,3.95098039215686
"6714","PSYCAP 528",1,NA,NA,"PSYCAP",528,"MULTCULT COUNSELING",21,18,81.9,3.9
"6715","PSYCAP 560",2,NA,NA,"PSYCAP",560,"APPLD PRACTICUM",42,42,168,4
"6716","PSYCH 101",136,NA,NA,"PSYCH",101,"INTRO TO PSYCH",28399,8459,88048.6,3.10041198633755
"6717","PSYCH 200",25,NA,NA,"PSYCH",200,"COMP ANIM BEHAV",1817,383,5745.2,3.16191524490919
"6718","PSYCH 201",6,NA,NA,"PSYCH",201,"HUMAN PERFOR ENHANC",310,28,836.5,2.69838709677419
"6719","PSYCH 202",50,NA,NA,"PSYCH",202,"BIOPSYCH",9351,1898,28559.5,3.05416532991124
"6720","PSYCH 203",9,NA,NA,"PSYCH",203,"PERS & INDIV DIFFS",506,128,1571.5,3.10573122529644
"6721","PSYCH 205",9,NA,NA,"PSYCH",205,"BEHAVIOR DISORDERS",710,86,1829.4,2.57661971830986
"6722","PSYCH 206",16,NA,NA,"PSYCH",206,"HUMAN DEVELOPMENT",1526,345,4539.4,2.97470511140236
"6723","PSYCH 209",36,NA,NA,"PSYCH",209,"FDMNTLS PSYCH RSCH",5881,1465,18844.4,3.20428498554668
"6724","PSYCH 210",19,NA,NA,"PSYCH",210,"HUMAN SEXUALITY",8061,2522,26268.5,3.25871479965265
"6725","PSYCH 222",1,"College of Arts and Sciences","Natural Sciences","PSYCH",222,"CURRENT TOPICS PSYCH",25,15,95,3.8
"6726","PSYCH 245",3,NA,NA,"PSYCH",245,"INTRO SOC PSYCH",243,81,812.7,3.34444444444444
"6727","PSYCH 250",15,NA,NA,"PSYCH",250,"RACISM&MINORITY GRP",1438,892,5185.9,3.60632823365786
"6728","PSYCH 257",8,NA,NA,"PSYCH",257,"PSYCH OF GENDER",723,242,2349.7,3.24993084370678
"6729","PSYCH 291",2,NA,NA,"PSYCH",291,"APPLIED ANIML BEHAV",46,21,158.1,3.43695652173913
"6730","PSYCH 292",2,NA,NA,"PSYCH",292,"APPL ANIM BEH PRACT",44,18,145.2,3.3
"6731","PSYCH 300",26,NA,NA,"PSYCH",300,"ANIMAL BEHAVIOR",1849,213,5740.6,3.10470524607896
"6732","PSYCH 303",10,NA,NA,"PSYCH",303,"PERSONALITY",803,83,2225.9,2.7719800747198
"6733","PSYCH 305",32,NA,NA,"PSYCH",305,"ABNORMAL PSYCHOLOGY",3397,951,11203.7,3.29811598469238
"6734","PSYCH 306",25,NA,NA,"PSYCH",306,"DEVELOPMENTAL PSYCH",2343,494,7657.7,3.26833119931711
"6735","PSYCH 315",37,NA,NA,"PSYCH",315,"UNDRSTD STATS PSYCH",3055,896,9883.1,3.23505728314239
"6736","PSYCH 317",19,NA,NA,"PSYCH",317,"PSYCH PROB & STAT",1433,357,4537.2,3.1662247034194
"6737","PSYCH 318",20,NA,NA,"PSYCH",318,"STAT INFERENCE",1478,391,4677.5,3.16474966170501
"6738","PSYCH 322",16,NA,NA,"PSYCH",322,"INTRO DRUGS & BEHAV",1543,836,5419.1,3.51205443940376
"6739","PSYCH 330",25,NA,NA,"PSYCH",330,"LAB ANIMAL BEHAVIOR",558,70,1795.2,3.21720430107527
"6740","PSYCH 331",34,NA,NA,"PSYCH",331,"LAB HUMAN PERFORM",763,225,2626.2,3.44193971166448
"6741","PSYCH 332",66,NA,NA,"PSYCH",332,"NEUROBEHAVIORAL LAB",1956,1569,7548.6,3.85920245398773
"6742","PSYCH 333",22,NA,NA,"PSYCH",333,"SEN/PERCPT PROCESS",1373,246,4283.1,3.11951930080117
"6743","PSYCH 334",18,NA,NA,"PSYCH",334,"LAB-SOCIAL PSYCH",382,121,1355.8,3.54921465968586
"6744","PSYCH 345",25,NA,NA,"PSYCH",345,"SOCIAL PSYCHOLOGY",2124,649,6770.6,3.1876647834275
"6745","PSYCH 350",11,NA,NA,"PSYCH",350,"H-RSCH SEM IN PSYCH",210,204,836.7,3.98428571428571
"6746","PSYCH 355",22,NA,NA,"PSYCH",355,"COGNITIVE PSYCH",2200,695,7346.1,3.33913636363636
"6747","PSYCH 357",25,NA,NA,"PSYCH",357,"PSYCHOBIOL OF WOMEN",1633,367,5111.6,3.13018983466013
"6748","PSYCH 361",2,NA,NA,"PSYCH",361,"LAB-SOCIAL PSYCH",32,10,115,3.59375
"6749","PSYCH 400",6,NA,NA,"PSYCH",400,"LEARNING",216,136,788.6,3.65092592592593
"6750","PSYCH 402",6,NA,NA,"PSYCH",402,"INFANT DEVELOPMENT",152,35,484.6,3.18815789473684
"6751","PSYCH 403",10,NA,NA,"PSYCH",403,"MOTIVATION",352,267,1310.2,3.72215909090909
"6752","PSYCH 406",1,NA,NA,"PSYCH",406,"INSECT BEHAVR",16,7,57.6,3.6
"6753","PSYCH 407",1,NA,NA,"PSYCH",407,"HIST OF PSYCHOLOGY",34,2,122.4,3.6
"6754","PSYCH 408",4,"College of Arts and Sciences","Natural Sciences","PSYCH",408,"MECH OF ANML BEHAV",72,9,213.8,2.96944444444444
"6755","PSYCH 409",2,NA,NA,"PSYCH",409,"SOCIOBIOLOGY",31,4,99,3.19354838709677
"6756","PSYCH 410",14,NA,NA,"PSYCH",410,"CHLD/ADDL BEHAV DIS",363,115,1243.1,3.42451790633609
"6757","PSYCH 413",1,"College of Arts and Sciences","Natural Sciences","PSYCH",413,"ADOLESCENT DEVELPMT",28,4,92.4,3.3
"6758","PSYCH 415",8,NA,NA,"PSYCH",415,"PERSONALITY DEVEL",225,57,723.6,3.216
"6759","PSYCH 416",3,NA,NA,"PSYCH",416,"ANIM COMMUNICATION",77,11,242.3,3.14675324675325
"6760","PSYCH 419",8,NA,NA,"PSYCH",419,"ZOO ANIMAL BEHAVIOR",197,80,695.8,3.53197969543147
"6761","PSYCH 420",3,NA,NA,"PSYCH",420,"DRUGS & BEHAVIOR",100,85,386.7,3.867
"6762","PSYCH 421",8,NA,NA,"PSYCH",421,"NEURAL BASIS BEHAVR",610,251,2104.5,3.45
"6763","PSYCH 426",6,NA,NA,"PSYCH",426,"NEUROBIOL LEARN&MEM",171,64,577.6,3.37777777777778
"6764","PSYCH 428",1,NA,NA,"PSYCH",428,"HUMAN MOTOR CONTROL",32,12,112,3.5
"6765","PSYCH 435",6,NA,NA,"PSYCH",435,"HUMAN COLOR VISION",155,53,554.4,3.57677419354839
"6766","PSYCH 436",8,NA,NA,"PSYCH",436,"DEVEL/SPORT COMPETN",247,51,711.7,2.88137651821862
"6767","PSYCH 437",10,NA,NA,"PSYCH",437,"MOTOR DEVELOPMENT",249,23,683.1,2.7433734939759
"6768","PSYCH 440",2,NA,NA,"PSYCH",440,"PSYCH OF EMOTION",74,53,277.5,3.75
"6769","PSYCH 443",4,"College of Arts and Sciences","Natural Sciences","PSYCH",443,"MOTIVATION THEORIES",103,51,364.9,3.54271844660194
"6770","PSYCH 445",4,NA,NA,"PSYCH",445,"THRYS SOCIAL PSYCH",125,71,455.1,3.6408
"6771","PSYCH 447",8,NA,NA,"PSYCH",447,"PSYCH OF LANGUAGE",189,70,649.5,3.43650793650794
"6772","PSYCH 448",27,NA,NA,"PSYCH",448,"SMNR IN PSYCHOLOGY",648,341,2311.2,3.56666666666667
"6773","PSYCH 449",4,NA,NA,"PSYCH",449,"ORGZNL/INDUST PSYCH",262,150,962.3,3.67290076335878
"6774","PSYCH 450",4,NA,NA,"PSYCH",450,"H-RSCH SMNR PSYCH",65,65,260,4
"6775","PSYCH 451",11,NA,NA,"PSYCH",451,"HEALTH PSYCHOLOGY",353,133,1201.9,3.40481586402266
"6776","PSYCH 456",4,NA,NA,"PSYCH",456,"SOCIAL/MORAL DEVEL",73,40,273.4,3.74520547945206
"6777","PSYCH 458",1,NA,NA,"PSYCH",458,"BEHAVIORAL GENETICS",20,2,66,3.3
"6778","PSYCH 459",7,NA,NA,"PSYCH",459,"EVOLUTIONARY PSYCH",153,69,563.7,3.6843137254902
"6779","PSYCH 460",4,NA,NA,"PSYCH",460,"COG NEUROSCIENCE",90,35,303.6,3.37333333333333
"6780","PSYCH 461",2,NA,NA,"PSYCH",461,"ASIAN AMER PSYCH",46,28,174.8,3.8
"6781","PSYCH 462",5,NA,NA,"PSYCH",462,"HUMAN MEMORY",160,71,550.3,3.439375
"6782","PSYCH 463",4,NA,NA,"PSYCH",463,"IMPLIC & UNC COGNIT",101,31,338.7,3.35346534653465
"6783","PSYCH 466",1,"College of Arts and Sciences","Natural Sciences","PSYCH",466,"PSYCH JUDGMNT & DEC",16,7,59.2,3.7
"6784","PSYCH 469",6,NA,NA,"PSYCH",469,"PSYCH OF REASONING",148,41,532.4,3.5972972972973
"6785","PSYCH 470",7,NA,NA,"PSYCH",470,"PSYCH AND MUSIC",197,56,649.6,3.29746192893401
"6786","PSYCH 472",1,NA,NA,"PSYCH",472,"HUMAN FACTORS PSYCH",21,5,75.6,3.6
"6787","PSYCH 478",4,NA,NA,"PSYCH",478,"CULTURAL PSYCH",117,22,378,3.23076923076923
"6788","PSYCH 479",1,"College of Arts and Sciences","Natural Sciences","PSYCH",479,"ADV HUMAN SEXUALITY",16,6,57.6,3.6
"6789","PSYCH 480",8,NA,NA,"PSYCH",480,"IDEAS HUMAN NATURE",179,104,659.9,3.68659217877095
